Date,Country,Region,Plastic_Waste_Tons,Plastic_Recycled_Tons,Burned_Waste_Tons,Illegal_Dumping_Cases,Trees_Cut,Deforestation_Area_Ha,Forest_Fires_Reported
2020/12/19,Germany,Urban,1771.83,761.98,723.98,3,922,16.15,0
2023/12/31,Indonesia,Rural,612.63,48.53,100.42,3,570,4.13,0
2022/6/30,Nigeria,Suburban,4255.37,1309.31,806.26,3,115,16.28,4
2020/6/28,Russia,Mountain,3822.94,734.71,822.32,3,532,8.33,0
2023/10/28,USA,Suburban,657.87,585.9,2413.09,2,358,11.77,0
2021/10/16,Philippines,Mountain,2559.7,372.43,1736.09,3,509,5.76,1
2023/9/29,China,Mountain,1015.22,334.4,365.22,1,642,17.71,2
2021/12/12,Indonesia,Coastal,383.24,471.61,65.53,3,821,15.32,1
2023/12/24,Germany,Rural,849.83,1822.54,937.54,3,943,7.41,4
2020/5/12,Mexico,Suburban,4090.11,542.47,636.72,5,447,11.91,0
2023/1/31,Mexico,Mountain,3092.48,638.68,3221.37,6,518,3.02,1
2023/1/15,Brazil,Suburban,1314.93,241.49,2466.38,1,666,3.63,1
2021/8/17,Russia,Mountain,4103.07,512.06,275.35,2,441,10.91,1
2021/9/6,Nigeria,Rural,3627.16,94.53,1697.52,5,146,12.99,4
2020/11/18,Mexico,Forest,851.04,437.77,1503.45,3,239,11.37,0
2023/12/28,India,Forest,4779.93,1055.43,1460.31,3,990,11.41,0
2023/12/24,USA,Urban,1230.36,500.3,5440.17,3,909,14.97,1
2023/12/5,Philippines,Rural,1372.57,472.38,963.43,0,244,18.1,1
2023/7/30,Indonesia,Rural,223.7,1043.94,1853.37,0,383,8.06,3
2020/12/22,Mexico,Coastal,998.84,1048.78,2046.59,1,132,10.97,0
2022/1/10,Indonesia,Mountain,1495.61,67.58,1367.63,3,300,17.91,0
2022/11/7,Germany,Forest,2096.27,1180.19,3191.48,4,119,9.55,0
2021/4/4,Indonesia,Coastal,614.69,1771.04,1217.44,3,341,9.18,0
2020/9/5,Indonesia,Urban,886.3,356.59,1969.02,2,389,15.45,1
2021/2/15,Philippines,Forest,4849.5,390.18,561.68,3,434,17.61,2
2020/10/11,Philippines,Mountain,3465.58,524.17,331.53,1,749,14.88,1
2021/4/29,Indonesia,Urban,3906.94,192.14,1559.06,1,507,2.45,0
2022/10/8,Germany,Urban,1595.51,1520.89,1003.61,1,190,9.56,0
2020/2/23,Nigeria,Mountain,2142.15,2006.12,1051.32,3,189,4.63,3
2022/1/9,India,Suburban,2600.12,1285.03,789.22,3,124,6.69,1
2023/2/8,USA,Coastal,4802.69,66.65,1937.59,3,149,9.64,4
2023/3/18,Germany,Mountain,374.26,295.19,1200.09,5,706,4.82,2
2022/1/25,USA,Rural,1086.51,365.94,4374.21,5,224,10.56,1
2022/8/15,Brazil,Forest,2001.25,467.13,1169.02,5,870,13.04,0
2023/2/3,China,Mountain,1780.33,676.24,1418.75,3,782,17.56,1
2020/9/22,Nigeria,Suburban,876.4,567.26,2115.56,1,372,4.62,0
2023/6/7,USA,Forest,2443.02,571.21,1551,2,526,6.56,0
2020/6/25,India,Rural,1123.18,1297.8,347.13,2,59,8.41,2
2020/5/14,USA,Rural,1683.28,943.16,885.83,0,95,4.88,1
2021/9/25,Mexico,Rural,2366.03,506.83,526.21,2,900,6.97,1
2022/3/26,Nigeria,Mountain,1168.06,1087.02,1490.96,2,678,17.73,1
2024/1/8,Russia,Coastal,2915.88,715.81,1289.99,1,565,3.2,2
2024/1/12,Germany,Forest,3291.92,1109.68,2021.28,2,362,9.15,0
2022/9/7,Germany,Mountain,906.13,1810.61,2224.08,2,287,6.56,1
2022/12/12,India,Urban,1116.49,1432.59,525.52,4,855,2,2
2022/4/21,India,Coastal,704.58,158.14,2192.08,1,957,2.37,2
2022/4/18,Nigeria,Forest,1654.7,548.86,2439.35,7,80,15.81,1
2023/3/23,Brazil,Coastal,2095.22,860.5,425.34,5,559,17.12,0
2020/5/31,Mexico,Mountain,1262.04,121.33,1420.52,2,179,14.96,1
2020/9/13,China,Forest,2052.46,817.48,2764.72,1,802,11.01,3
2021/10/11,China,Suburban,1091.92,864.83,873.89,2,434,15.57,0
2023/8/8,Philippines,Mountain,1121.85,139.62,1056.41,4,642,3.46,0
2020/5/31,Mexico,Rural,2175.15,520.16,1413.56,1,74,15.71,3
2022/7/10,Philippines,Urban,1184.59,795.07,1182.62,3,310,8.76,4
2022/8/12,Indonesia,Urban,1586.5,1781.61,1244.33,8,609,15.13,1
2023/10/24,Russia,Rural,2231.64,584.67,1710.77,2,447,4.94,1
2022/11/25,Russia,Coastal,2030.59,155.51,1761.45,3,613,16.73,1
2021/12/6,Nigeria,Coastal,1104.96,128.56,1026.56,2,379,11.58,2
2020/9/19,Philippines,Suburban,3522.54,392.02,3417.9,2,198,0.64,2
2023/2/3,Brazil,Suburban,2518.15,803.24,523.83,4,458,10.63,3
2023/8/3,Mexico,Mountain,2001.43,938.89,1976.93,9,660,6.55,2
2023/4/18,China,Urban,618.22,170.12,70.7,3,628,1.62,0
2021/1/7,Russia,Suburban,1813.48,846.58,1115.93,5,771,9.22,1
2020/9/21,USA,Suburban,981.81,343.33,50.8,3,809,6.57,0
2022/6/5,Mexico,Coastal,2389.33,830.44,1177.47,1,168,4.49,1
2022/10/26,Russia,Mountain,30.3,1479.89,1535.69,2,483,7.31,2
2020/4/23,Nigeria,Rural,1357.15,99.9,808.09,2,277,4,0
2020/9/11,Nigeria,Mountain,1064.08,749.27,1089.25,5,664,6.35,3
2022/11/27,Germany,Suburban,2923.43,437.5,1858.57,5,850,2.75,2
2020/11/9,Germany,Suburban,234.24,69.85,3.35,2,289,2.14,2
2021/9/14,Philippines,Rural,1726.09,123.92,692.29,2,962,18.25,2
2020/12/3,India,Urban,2496.38,717.11,2823.54,6,281,18.1,0
2020/11/27,Mexico,Urban,5396.25,2215.85,338.23,2,339,16.65,0
2021/10/22,Indonesia,Coastal,1118.87,598.66,584.98,6,203,4.99,0
2023/12/23,Germany,Mountain,2121.61,3708.94,108.42,3,731,14.65,1
2021/4/6,Indonesia,Urban,254.14,1012.63,698.05,2,208,12,0
2021/12/9,USA,Forest,1659.5,263.88,982.81,3,674,1.5,0
2022/11/28,Brazil,Suburban,3698.04,1186.24,5304.79,2,612,18.04,1
2021/8/4,Mexico,Coastal,5430.71,160.66,1461.57,5,525,19.96,3
2020/6/10,China,Forest,2269.34,657.44,728.41,1,597,14.32,1
2021/5/28,USA,Mountain,350.01,667.8,207.27,4,62,5.01,1
2021/2/6,Indonesia,Forest,4100.69,653.46,589.54,4,902,11.31,1
2023/7/24,Indonesia,Mountain,353.61,143.68,483.05,5,556,2.63,1
2023/2/2,Indonesia,Coastal,560.63,7.76,82.11,4,267,6.33,0
2021/7/16,Nigeria,Suburban,4334.9,450.07,326.64,3,804,14.49,1
2020/9/13,Philippines,Suburban,1567.7,797.91,750.24,3,784,6.37,0
2023/7/4,Brazil,Mountain,1015.22,1743.22,851.46,2,769,3.37,0
2021/9/12,USA,Suburban,2741.18,807.78,1833.89,1,830,0.65,1
2023/6/12,Russia,Urban,1887.9,157.21,2914.73,2,271,11.66,4
2022/12/28,Nigeria,Coastal,3476.06,474.64,835.01,5,337,19.39,1
2020/7/10,Brazil,Forest,1953.7,503.07,2026.21,4,950,9.94,1
2022/10/26,Germany,Suburban,1987.16,1559.67,729.41,2,573,4.65,2
2023/8/5,Germany,Forest,3392.65,826.57,442.43,3,536,9.53,1
2020/12/11,Germany,Urban,1551.06,189.59,1766.01,2,748,12.24,1
2023/4/27,USA,Coastal,763.2,339.47,718.4,6,730,16.13,2
2023/4/4,Philippines,Rural,2852.05,1093.89,502.93,4,854,9.33,0
2020/11/11,Indonesia,Forest,1317.67,703.75,420.98,6,373,3.87,1
2020/12/16,Russia,Urban,2071.13,585.23,176.49,3,667,4.17,0
2023/9/11,India,Rural,189.85,472.32,1086.7,0,225,18.04,0
2023/7/2,USA,Coastal,1501.83,1073.27,616.08,2,988,5.11,0
2024/1/15,India,Mountain,1077.84,404.92,2083,5,910,14.7,1
2023/5/24,Indonesia,Suburban,182,325.36,3457.98,4,90,5.74,4
2021/11/22,Philippines,Rural,1539.3,1225.95,418.36,2,873,14.55,0
2023/2/28,Philippines,Coastal,1580.26,7.37,255.32,1,374,2.03,1
2020/3/25,Indonesia,Rural,2182.09,182.77,2976.33,4,810,4.54,0
2020/2/28,Indonesia,Urban,3656.18,273.79,1178.6,6,316,8.47,2
2020/6/15,Mexico,Coastal,3265.01,1291.59,1144.21,8,783,10.55,1
2020/4/3,India,Coastal,1142.92,671.5,1361.8,2,442,7.38,2
2023/8/6,Philippines,Mountain,1918.07,167.72,2353.63,1,162,11.68,0
2023/3/27,Indonesia,Suburban,2413.28,152.57,2341.94,3,333,6.84,1
2021/6/26,India,Coastal,1170.58,1319.89,1703.85,2,839,13.73,1
2023/8/26,Indonesia,Urban,391.13,153.22,335.98,4,252,10.47,1
2021/3/7,China,Coastal,1411.76,311.87,133.08,2,902,14.25,0
2023/3/17,Indonesia,Coastal,3760.09,392.83,339.29,6,823,8.9,1
2022/5/3,Mexico,Forest,370.33,900.17,193.93,2,843,17.59,1
2023/6/19,Russia,Suburban,691.28,359.37,1858.88,0,193,7.95,1
2023/8/1,Philippines,Urban,838.61,123.72,577.23,4,292,6.51,1
2020/3/3,Philippines,Forest,698.87,964.8,1676.49,3,831,11.36,0
2022/10/16,India,Rural,2749.71,948.03,1041.79,3,84,10.43,1
2023/7/8,China,Suburban,978.44,1891.91,569.18,1,859,10.6,2
2023/1/22,Brazil,Rural,2801.45,726.99,426.61,5,102,16.02,1
2021/8/16,USA,Urban,1724.59,1825.45,531.54,4,552,11.98,1
2023/8/7,Germany,Forest,276.17,391.43,259.57,2,405,17.76,1
2021/9/10,Philippines,Rural,1192.13,1149.44,3524.6,4,199,12.57,0
2022/9/16,Germany,Forest,3331.81,1778.67,946.46,4,486,0.92,1
2021/5/16,Germany,Coastal,1874.18,628.39,1043.08,2,499,17.47,2
2023/11/3,Indonesia,Coastal,1268.84,562.83,1019.96,4,574,16.88,1
2022/4/11,USA,Suburban,3790.54,729.12,1823.87,3,316,1.45,1
2021/9/1,Russia,Coastal,627.29,847.98,484.83,3,957,2.94,1
2022/7/17,Philippines,Coastal,1010,1301.6,2441.83,1,658,11.35,0
2020/5/29,Indonesia,Suburban,3120.52,492.1,782.14,4,135,1.34,1
2023/11/11,Philippines,Suburban,2710.13,601.67,754.89,3,358,8.52,0
2020/5/2,Indonesia,Suburban,576.87,347.76,2719.71,2,314,19.52,0
2020/11/19,Philippines,Coastal,2354.98,345.93,477.38,3,541,3.87,1
2022/6/19,Mexico,Urban,964.44,234.96,1426.49,3,632,4.52,0
2022/5/1,China,Forest,170,372.1,1013.2,2,66,13.69,5
2022/9/18,Indonesia,Forest,1289.62,204.09,565.86,4,238,1.36,0
2022/8/9,Nigeria,Coastal,5659.49,1186,1608.47,0,571,16.5,1
2021/2/21,Germany,Rural,3371.26,992,310.07,1,215,4.38,0
2021/11/27,Philippines,Urban,1606.26,528.99,561.21,4,940,10.87,3
2023/5/27,Philippines,Rural,344.89,712.76,1114.52,2,600,5.35,0
2020/10/21,Brazil,Forest,177.78,235.28,3165.23,5,927,13.35,2
2021/10/2,USA,Coastal,1728.74,560.52,2962.64,3,394,11.95,1
2024/1/11,Russia,Coastal,2244.86,1439.8,1443.49,6,268,18.96,1
2021/10/15,Russia,Mountain,2772.2,1402.15,798.06,3,143,9.19,2
2021/12/8,Indonesia,Mountain,2552.75,1920.16,95.15,3,207,17.56,0
2022/3/27,Brazil,Coastal,2708.09,1183.78,2042.09,3,924,11.73,1
2020/9/24,India,Rural,2049.87,767.68,2262.73,2,83,18.33,0
2022/1/28,USA,Urban,3735.43,1135.1,1427.73,3,850,6.19,3
2022/11/20,Mexico,Rural,1076.01,159.9,829.92,1,465,11.22,2
2023/2/24,Mexico,Rural,1708.85,1068.19,1909.67,5,555,8.11,2
2020/8/5,Russia,Forest,277.53,1215.92,989.3,2,539,1.78,2
2021/10/15,Indonesia,Rural,1056.45,552.07,892.6,0,573,11.7,1
2021/5/10,Philippines,Rural,3308.35,609.11,194.02,9,282,15.99,0
2022/8/13,Brazil,Forest,2647.5,451.21,1835.13,3,648,11.35,0
2020/9/7,Indonesia,Forest,97.08,536.75,1148.36,5,654,5.95,1
2021/7/1,Germany,Suburban,5937.28,676.47,2951.7,1,156,5.64,0
2022/7/9,Philippines,Forest,1877.86,738.67,603.81,4,242,5.14,0
2021/5/22,Philippines,Forest,1904.63,239.52,446.92,4,517,19.6,1
2020/10/15,India,Suburban,999,289.52,2246.2,3,571,8.28,2
2020/7/17,Mexico,Forest,1197.24,992.72,2606.17,4,686,6.68,1
2020/4/13,Mexico,Suburban,1862.12,798.26,1040.82,2,836,8.66,1
2021/8/17,Brazil,Urban,2542.23,262.1,1973.18,3,328,2.76,1
2022/2/25,Brazil,Mountain,2121.43,514.61,779.86,5,177,4.32,0
2023/6/14,Germany,Mountain,1069.18,2126.63,817.26,2,390,10.42,0
2022/5/6,Indonesia,Urban,753.35,28.21,1433.68,3,746,16.08,1
2021/5/23,Philippines,Urban,706.07,7.58,808.08,2,924,17.59,1
2020/11/23,Mexico,Rural,3486,183.96,1269.25,4,916,17.39,2
2021/11/1,India,Urban,3204.13,427.68,1124.3,1,108,18.92,1
2023/3/29,Russia,Mountain,2378.25,926.73,348.85,1,231,2.95,3
2024/1/16,Mexico,Coastal,3468.87,876.84,1263.92,3,635,1.3,1
2021/10/2,Russia,Coastal,1510.23,456.22,360.39,2,563,2.56,0
2021/1/23,Nigeria,Suburban,3016.48,1687.66,1858.76,3,292,12.21,2
2020/11/22,India,Coastal,2467.04,1099.89,2274.45,5,277,11.34,0
2022/10/17,Mexico,Rural,3072.98,304.09,900.21,2,609,13.59,0
2022/11/20,Russia,Mountain,639.64,194.93,3179.82,1,567,7.74,1
2022/8/14,USA,Forest,2028.4,666.62,2571.81,4,604,8.14,0
2022/10/18,Germany,Forest,1253.51,1142.44,1280.36,3,194,11.14,0
2021/9/23,Russia,Coastal,129.96,2163.46,821.89,6,176,2.04,1
2022/10/15,Nigeria,Rural,3869.49,765.81,2133.03,3,384,16.1,1
2020/2/17,Philippines,Suburban,3210.28,409.37,3221.59,4,807,18.5,0
2020/7/3,Philippines,Coastal,2161.15,1575.52,1361.29,1,981,8.05,0
2022/3/16,Brazil,Urban,797.01,1090.69,673.08,6,457,14.92,0
2022/11/1,Russia,Suburban,262.6,151.56,1725.95,4,170,11.2,1
2022/7/25,Indonesia,Urban,127.13,430.54,1032.55,4,793,5.1,0
2021/5/8,China,Rural,1049.75,486.58,425.95,4,937,1.82,1
2021/3/16,Germany,Rural,2736.1,1091.11,730.06,4,750,5.3,0
2023/4/9,USA,Suburban,1264.49,51.15,2266.3,1,334,12.3,0
2021/12/23,Brazil,Rural,2399.32,398.45,941.7,2,291,1.28,1
2020/4/9,China,Suburban,2485.5,593.04,646.53,5,127,16.81,5
2020/4/13,Philippines,Rural,2708.11,470.43,2662.39,2,619,19.42,1
2021/7/30,Mexico,Coastal,208.25,1995.71,2217.81,5,499,2.13,0
2022/10/10,Russia,Rural,864.32,1311.22,756.46,2,519,5.31,0
2023/5/8,China,Rural,2367.53,1308.5,3720.35,0,230,13.67,1
2023/9/1,USA,Rural,4441.81,369.55,980.26,3,631,16.22,1
2023/10/9,India,Urban,3635.06,682.3,1366.27,4,314,7.25,1
2022/8/21,India,Mountain,2079.61,233.94,1112.74,1,765,10.55,1
2021/8/8,Philippines,Suburban,3897.28,241.88,493.18,1,731,17.89,2
2023/1/4,Mexico,Urban,2067.89,1320.74,917.46,4,344,8,1
2020/1/17,Brazil,Urban,358.92,1151.67,1018.99,3,939,2.09,0
2020/8/8,Mexico,Urban,2675.8,215.29,141.29,3,296,19.9,0
2022/6/1,India,Mountain,3720.23,643.63,1313.57,3,473,4.02,0
2020/10/1,Russia,Mountain,5375.69,95.06,2019.67,2,108,1.45,2
2021/6/25,USA,Urban,1024.41,914.59,365.02,2,861,8.51,2
2024/1/29,Nigeria,Rural,575.14,209.28,1761.65,3,882,2.87,1
2022/1/19,Russia,Urban,3022.62,645.3,2351.15,2,507,19.59,3
2022/4/5,Nigeria,Urban,2266.13,2113.57,929.68,4,60,7.93,0
2022/1/19,Brazil,Suburban,2119.68,179.39,3675.6,2,396,16.6,2
2020/4/2,Indonesia,Forest,3934.17,791.55,1288.72,3,901,3.94,0
2022/3/31,Russia,Forest,3014.41,563.79,132.83,1,54,3.21,0
2020/4/14,Philippines,Urban,2422.3,161.13,297.42,4,766,13.16,2
2023/3/13,China,Mountain,1139.38,280.77,1334.97,2,419,18.23,1
2023/2/24,China,Urban,2846.61,849.53,1693.26,4,507,2.73,0
2021/2/2,Mexico,Coastal,551.27,479.71,1094.29,3,294,11.99,0
2022/1/12,Russia,Urban,2063.53,1727.64,1273.89,4,298,2.16,2
2023/2/7,Philippines,Urban,1623.25,883.69,1120.61,5,994,16.34,1
2021/8/14,Nigeria,Coastal,339.24,195.93,592.34,5,484,18.23,0
2020/5/30,Philippines,Suburban,2270.92,1188.33,1123.26,3,469,12.76,0
2022/3/2,China,Urban,1026.37,1305.24,214.37,2,154,13.92,0
2022/10/29,Russia,Urban,2231.05,745.23,787.79,2,291,1.58,1
2022/7/11,USA,Urban,710.91,945.61,1606.42,1,321,1.92,0
2023/1/31,Russia,Forest,3035.35,736.49,464.72,3,568,4,0
2021/7/26,Mexico,Rural,4905.41,1535.95,849.31,3,785,5.84,0
2023/6/30,Mexico,Forest,551.48,1397.39,1186.5,1,778,15.32,2
2023/10/25,Germany,Rural,710.02,94.65,3527.07,0,93,8.99,1
2023/6/5,Indonesia,Rural,459.37,80.74,2207.35,2,75,2.03,2
2020/8/31,Nigeria,Suburban,1405.3,487.99,205.02,1,853,17.13,1
2020/9/20,Mexico,Coastal,2206.03,1130.49,4125.02,5,230,19.88,2
2020/7/17,Mexico,Urban,2726.42,1492.89,2794.51,4,653,9.37,0
2022/3/17,Germany,Urban,2033.63,415.97,1248.3,3,477,10.48,4
2022/2/3,China,Rural,2668.22,475.92,1946.34,6,317,2.03,1
2021/11/25,China,Suburban,1578.5,440.09,530.59,5,907,7.97,1
2023/2/16,Philippines,Coastal,1015.95,541.76,1022.87,3,629,7.75,1
2022/1/18,Nigeria,Forest,727.1,673.06,500.68,6,925,19.33,1
2020/10/22,Russia,Coastal,1447.37,372.4,1680.24,4,200,13.38,1
2021/2/11,Indonesia,Coastal,744.15,438.74,5004.39,1,665,15.75,2
2023/5/18,Brazil,Rural,2158.03,815.96,751.53,5,649,3,0
2022/11/8,USA,Forest,755.51,138.77,934.41,8,144,8.63,1
2022/4/2,Germany,Suburban,1113,2267.33,1051.93,2,431,4.24,0
2022/10/21,Indonesia,Forest,3473.93,1106.06,788.07,2,847,17.27,2
2020/3/23,Brazil,Rural,3701.59,1670.07,1608.85,4,880,3.47,1
2020/4/2,USA,Forest,3623.4,225.37,2331.06,4,564,9.06,2
2020/3/20,Mexico,Forest,1599.04,320.33,641.21,1,769,1.55,2
2020/10/7,Russia,Urban,1051.75,16.16,1041.3,0,979,12.87,0
2024/1/1,Nigeria,Urban,2400.45,609.75,1770.96,3,663,9.9,4
2021/11/13,Mexico,Forest,770.35,626.46,458.4,2,909,10.21,0
2022/8/28,Philippines,Urban,2820.67,746.8,321.13,6,738,2.48,0
2022/11/29,India,Forest,971.61,72.15,630.09,2,477,10.52,2
2022/7/24,Indonesia,Rural,1399.78,566.68,1838.38,2,474,11.49,2
2020/11/1,Russia,Suburban,2864.5,783.08,435.94,3,865,19.28,0
2023/5/26,India,Rural,247.84,889.4,669.95,4,248,1.15,1
2022/11/21,Brazil,Coastal,1008.03,335.23,1049.16,4,57,18.49,0
2020/10/13,Indonesia,Rural,2191.75,2519.73,1194.88,1,952,9.85,0
2021/11/2,Germany,Forest,2540.54,471.57,935.9,2,806,4.6,0
2023/6/9,Philippines,Urban,2254.85,667.18,1068.48,8,854,13.48,1
2021/10/14,Russia,Suburban,1385.8,420.87,237.04,3,376,10.58,2
2020/11/28,Brazil,Urban,3066.5,340.44,607.07,3,739,4.92,3
2022/3/15,Brazil,Rural,704.64,1015.79,1942.11,3,643,12.72,0
2023/6/16,China,Forest,676.35,77.3,563.42,2,673,9.73,1
2021/9/4,USA,Suburban,2176.22,1066.61,1221.17,2,920,13.94,0
2023/4/30,Nigeria,Mountain,631.66,653.35,1128.69,2,70,13.94,1
2021/11/19,Brazil,Coastal,5016.71,496.12,1798.17,1,595,9.72,2
2022/11/4,Philippines,Suburban,1033.19,150.51,1995.29,5,304,8.12,0
2022/11/9,India,Forest,3027.21,606.47,2408.18,6,482,1.73,0
2022/12/26,Russia,Rural,530.15,1006.76,2941.99,3,554,10.13,0
2022/9/30,Russia,Mountain,4332.07,677.62,441.51,6,76,5.24,0
2023/12/22,Philippines,Suburban,1685,550.39,102.38,2,569,1.54,1
2023/2/26,Mexico,Urban,1009.19,464.02,754.27,3,979,6.94,1
2021/9/5,China,Rural,1309.49,379.82,409.43,2,579,2.21,0
2022/8/30,Philippines,Coastal,874.36,165.14,502.36,3,996,11.8,0
2020/2/4,India,Mountain,1396.71,990.9,1559.8,5,549,10.32,1
2022/1/24,Indonesia,Mountain,562.19,719.09,2307.16,3,282,15.95,1
2021/11/9,Germany,Rural,1037.18,1042.92,1246.85,3,445,5.72,2
2023/10/11,Germany,Forest,2987.31,373.1,585.5,3,356,7.74,1
2020/8/12,India,Rural,1951.98,497.73,1296.37,5,559,13.93,2
2022/5/3,USA,Mountain,691.36,153.57,1844.7,4,752,19.86,0
2023/4/10,Mexico,Urban,1435.25,84.07,239.03,3,473,18.13,1
2021/9/22,China,Coastal,3730.2,635.23,801.66,1,199,10.66,1
2024/1/25,USA,Urban,1140.89,28.18,861.18,4,441,13.72,1
2023/11/10,India,Mountain,625.16,788.16,914.23,1,539,10.87,1
2023/7/12,Philippines,Urban,2475.23,323.16,468.72,7,717,8.98,3
2020/2/24,Mexico,Forest,141.3,2849.71,1320.69,5,995,12.24,1
2023/5/7,Mexico,Rural,1333.42,597,1418.77,4,96,8.04,2
2022/8/29,USA,Mountain,3951.26,952.11,432.49,7,361,5.96,0
2021/6/27,Philippines,Coastal,1403.12,294.31,2715.03,4,977,14.26,1
2023/9/4,Indonesia,Suburban,3193.54,1453.76,332.25,7,188,17.5,3
2023/3/30,India,Coastal,616.94,1544.45,566.11,4,454,6.12,1
2023/3/28,Nigeria,Forest,1360.15,1275.01,299.26,3,971,14.28,1
2021/4/11,USA,Suburban,1259.59,2466.94,252.23,1,703,8.96,1
2024/1/17,India,Urban,2381.44,179.09,1150.25,3,896,6.39,0
2020/4/15,Indonesia,Urban,1755.79,1011.86,564.59,1,63,12.61,4
2023/4/10,Brazil,Coastal,4307.29,263.41,2004.3,4,917,18.82,1
2022/9/10,China,Mountain,1088.84,188.75,474.47,3,820,7.36,1
2020/12/15,Russia,Urban,1739.83,567.23,571.48,3,797,15.31,2
2022/12/9,Nigeria,Mountain,1298.02,723.75,1812.99,3,939,6.64,1
2023/7/12,Russia,Coastal,1645.31,530.61,369.15,2,568,16.18,0
2024/1/16,Russia,Mountain,1533.75,620.57,692.61,4,600,15.32,2
2023/6/23,Philippines,Forest,763.54,575.02,2682.61,6,234,15.43,0
2022/2/17,USA,Suburban,2874.8,197.83,39.96,1,164,19.96,2
2020/10/29,Mexico,Coastal,945.19,1774.49,239.63,6,159,3.24,1
2023/10/26,India,Suburban,888.19,2302.66,3021.07,7,626,8.08,0
2021/5/11,Brazil,Mountain,361.98,657.01,1439.27,2,792,12.8,1
2020/3/5,Brazil,Rural,1062.88,581.25,1315.76,3,330,12.01,3
2023/3/18,Mexico,Forest,934.58,1394.76,240.17,1,592,15.72,0
2023/12/5,China,Mountain,183.31,593.67,1114.4,2,135,1.41,2
2020/8/13,Mexico,Coastal,1391.99,526.29,440.72,2,187,14.25,0
2021/1/25,Philippines,Mountain,4179.9,1026.94,2044.02,3,515,14.89,1
2020/2/8,Nigeria,Rural,437.72,2875.26,2114.84,3,126,1.69,1
2022/6/22,Nigeria,Urban,1622.46,783.72,621.81,4,186,11,1
2021/10/4,China,Mountain,1365.87,663.13,1524.26,0,683,5.28,3
2022/5/7,USA,Suburban,2613.56,1638.95,1368.66,2,825,16.13,0
2020/11/6,Philippines,Coastal,2749.73,868.69,927.08,3,146,1.47,3
2022/4/25,USA,Rural,6283.66,2099.24,456.56,4,580,3.35,0
2023/11/15,Germany,Urban,2004.97,193.14,696.04,1,847,2.54,0
2021/2/21,Russia,Suburban,830.66,196.33,1985.47,1,58,1.77,0
2022/4/20,Philippines,Mountain,1037.95,243.94,2711.4,3,132,12.2,0
2022/10/24,India,Suburban,1129.24,1208.46,753.79,3,96,17.44,0
2023/6/6,China,Urban,967.94,787.52,2911.72,3,561,10.46,2
2022/8/23,Indonesia,Mountain,4873.6,457.59,1440.42,4,479,4.61,0
2024/1/29,Russia,Mountain,2658.59,792.35,953.65,2,139,7.2,3
2020/5/7,Mexico,Forest,2366.74,1354.43,863.44,4,562,7.53,0
2023/12/16,Brazil,Suburban,641.91,434.47,484.89,5,948,9.31,2
2020/10/9,Mexico,Suburban,2730.54,1094.52,1607.87,5,723,8.7,3
2022/11/28,Brazil,Urban,3540.71,384.22,3269.87,5,714,13.59,3
2021/2/28,Mexico,Urban,1385.54,90.76,921.5,1,463,7.13,0
2023/2/22,China,Rural,1027.77,594.21,402.08,1,562,13.43,1
2021/10/27,Nigeria,Mountain,4378.4,74.88,1812.34,1,940,11.16,0
2023/9/18,Brazil,Mountain,916.9,427.97,720.66,5,707,1.45,0
2022/9/6,Mexico,Suburban,835.66,669.06,478.27,5,722,18.43,0
2022/12/12,China,Forest,716.41,246.21,226.87,5,954,3.97,0
2022/2/10,Mexico,Urban,1562.15,958.51,1568.26,1,696,9.3,0
2021/10/4,Philippines,Suburban,2000.61,468.51,2405.87,2,847,18.98,1
2020/12/20,China,Rural,3221.16,983.15,309.78,3,126,5.32,0
2022/7/30,Germany,Urban,2443.63,575.66,790.01,3,130,0.93,2
2022/12/27,Russia,Coastal,2415.84,483.52,852.98,3,830,10.06,2
2021/12/2,Philippines,Rural,3908.48,248.3,511.63,3,830,4.87,3
2023/1/23,Germany,Coastal,685.4,602.31,2855.3,1,603,11.85,0
2021/12/26,USA,Rural,410.52,673.78,214.83,2,685,16.43,0
2023/10/16,Nigeria,Forest,2528.68,802.81,1451.87,1,791,10.47,0
2024/1/16,Germany,Mountain,1506.02,737.82,1672.9,3,918,13.08,0
2023/10/26,Germany,Urban,3229.1,128.41,507.94,6,251,13.49,1
2023/8/10,Philippines,Rural,1617.15,1308.9,394.93,4,895,16.5,1
2023/11/20,India,Mountain,998.19,827.46,593.47,5,496,13.91,0
2021/6/25,Germany,Suburban,2554.62,616.78,132.5,3,156,19.54,2
2023/6/3,Brazil,Mountain,1773.81,795.64,639.71,1,341,9.4,1
2022/9/18,China,Coastal,1618.22,926.55,721.68,2,852,1.48,0
2021/1/28,Brazil,Suburban,7042.34,2378.37,3748.02,5,735,8.18,1
2021/5/19,Russia,Forest,3710.67,335.27,164.45,7,990,16.88,0
2021/7/25,USA,Forest,2784.83,345,914.72,5,361,3.09,0
2023/2/16,USA,Coastal,1815.21,179.79,1849.14,3,648,14.85,0
2021/9/3,Nigeria,Suburban,1700.73,45.91,3339.1,4,566,10.95,0
2021/4/5,Russia,Mountain,1304.68,845.42,191.1,2,733,18.06,1
2021/9/1,Nigeria,Coastal,1953.6,2450.1,3675.81,3,682,14.76,2
2021/8/14,Mexico,Mountain,1112.24,448.35,786.89,4,717,13.38,1
